Time,E_cadherin,Foxo3a,ILK_activity,ILK_protein,O2,S12_PHD,S13_HIF_PHD,S14_HIFOH,S15_HIF_ARNT_PHD,S16_HIFOH_ARNT,S17_VHL,S18_HIFOH_VHL,S22_HIFOH_ARNT_HRE,S3_HIF,S4_ARNT,S5_HIF_ARNT,S6_HRE,S7_HIF_ARNT_HRE,Snail,T315,YB_1,Zeb1,p_473S_Akt,p_GSK3beta,p_mTOR,vimentin
0,1,1,0,0,0.1,10,0,0,0,0,10,0,0,0,5,0,1,0,0,0.6,0,0,0,0,0,0
10,1.785332164239589,0.9999698974862626,4.083472647515337e-05,7.18422923808754e-05,0.1,8.11406080406935,1.875679118675366,0.001193808586570941,0.01026007725534788,5.579343372031436e-05,9.988896370514404,0.01110362948560837,5.118612668539225e-05,0.02137651866962178,4.989319187358872,0.0001384374399774496,0.9997734954878417,0.0001753183854486634,0.003885260496834228,0.6,3.900635405880879e-05,0.0005960336354274089,3.900635405880879e-05,3.900635405880879e-05,5.023113540771328e-06,0.000671502163372672
20,2.257908508001298,0.9997181869810388,0.0001448787524155963,0.000227868546885331,0.1,6.263372645721784,3.710391284236502,0.002625504168829452,0.02623607004185807,0.0001342940266875333,9.97033174741213,0.02966825258788217,0.000205172431049135,0.03541992567470337,4.972605918243116,0.0003190640954225164,0.999295346407032,0.0004994811619073376,0.007050222709088945,0.6,0.0001926504617152169,0.001355340534674316,0.0001926504617152169,0.0001926504617152169,2.584793823384721e-05,0.001601012647768975
30,2.539061632193789,0.9990161433654534,0.0003428791222945041,0.000524252770538663,0.1,4.465048068974493,5.484895518188407,0.004054135871101677,0.05005641283844796,0.0002242104951330536,9.951279099588643,0.04872090041136858,0.000429759691414552,0.0599810461253311,4.947370588416941,0.0007349842958638074,0.9983861960463133,0.001184044262262699,0.01190866818891906,0.6,0.0005043041906912952,0.002350245959256016,0.0005043041906912952,0.0005043041906912952,6.835213672332144e-05,0.002810060480284223
40,2.700002603821997,0.9975094463389771,0.0007580773830800878,0.001165220604451567,0.1,2.736763707415805,7.177640193905872,0.00544025476283262,0.08559609868330642,0.0003271479926705133,9.932728606566803,0.06727139343320755,0.0007070938431915307,0.1128953569183144,4.908573163513628,0.00190917859170859,0.9964055887811828,0.002887317375615736,0.02144464445750125,0.6,0.001130143691184829,0.004114283453543333,0.001130143691184829,0.001130143691184829,0.0001533996715437408,0.004913699905251079
50,2.775756662023107,0.9941562041938157,0.001939559516178356,0.003110758662919322,0.1,1.171019779860043,8.690113895118715,0.006721947948043597,0.1388663250240897,0.0004470245589388067,9.915304770158949,0.08469522984105922,0.001033792461771813,0.2828135445206113,4.844137794592804,0.00685162751647842,0.9903027716921889,0.00866343584602965,0.04769189812639099,0.6,0.002710774616045649,0.008355202161745201,0.002710774616045649,0.002710774616045649,0.0003658306695373632,0.009875947187786274
60,2.743666098973446,0.9840179332125043,0.007395767121191383,0.01252230194131368,0.1,0.2764620676900374,9.520985719759274,0.007570698599711801,0.2025522125504124,0.0005644439804791589,9.902065321463354,0.09793467853664846,0.001387740361553744,1.047837665575631,4.723496773383949,0.03398991785553809,0.960603347770264,0.03800891186817262,0.1607863944876353,0.6,0.009058576498047482,0.02463622017235326,0.009058576498047482,0.009058576498047482,0.001205973522205941,0.02853917657874795
70,2.480726838465297,0.9435576869491726,0.0256830818501994,0.04019695654598547,0.1,0.1121249120405176,9.637493866209319,0.007814661413391715,0.2503812217492744,0.0006383658060461468,9.897039791221625,0.1029602087783793,0.001643620497872652,2.452505150280949,4.538684268338174,0.08627101347705415,0.8759748693704359,0.1223815101316816,0.4493471424366782,0.6,0.03440748505224005,0.07681274109291944,0.03440748505224005,0.03440748505224005,0.004619920409285071,0.08938964179419669
80,2.017602614230849,0.8423603044383358,0.05189609817378758,0.07585554013109597,0.1,0.06900247528266307,9.647827925112317,0.007882151007245219,0.2831695995839948,0.0006828377609453002,9.895688805641178,0.1043111943588268,0.001728680937301301,3.962688034356177,4.344248450956238,0.1408260532143548,0.7689269415155199,0.2293443775471693,0.8182776213099696,0.6,0.08192695892852284,0.1592360672935632,0.08192695892852284,0.08192695892852284,0.01117191764535795,0.1889225669840688
90,1.552630881544829,0.7047182605827936,0.07672218942222457,0.1081770715809455,0.1,0.04944652528219357,9.646795928609723,0.007908650610857186,0.3037575460875753,0.0007065944989094413,9.895223695211223,0.1047763047887832,0.00168370248965019,5.526597509455253,4.17374754071042,0.1943416391085607,0.6725533204053397,0.3257629771050004,1.213696984543161,0.6,0.1349305957731733,0.2542614161769836,0.1349305957731733,0.1349305957731733,0.01856722831490409,0.3060621338695178
100,1.201132233602877,0.5807642957197363,0.09690509549527897,0.1340503040313671,0.1,0.03830462527588609,9.646456871411633,0.007921818410334371,0.3152385032922545,0.0007158403590049861,9.895010233908279,0.1049897660917237,0.001571662959282021,7.137543552835881,4.03303515844686,0.2465839199761416,0.5955734220743208,0.4028549149663875,1.622783594464696,0.6,0.1815811097037309,0.3546505957122119,0.1815811097037309,0.1815811097037309,0.0251097636964191,0.4308086982427175
