Time,ILK_protein,O2,S12_PHD,S13_HIF_PHD,S14_HIFOH,S15_HIF_ARNT_PHD,S16_HIFOH_ARNT,S17_VHL,S18_HIFOH_VHL,S22_HIFOH_ARNT_HRE,S3_HIF,S4_ARNT,S5_HIF_ARNT,S6_HRE,S7_HIF_ARNT_HRE,p_473S_Akt,p_mTOR
0,0,0.6,10,0,0,0,0,10,0,0,0,5,0,1,0,0,0
10,0.0001471557786195019,0.6,8.215158575731019,1.775176024991562,0.006845130494374041,0.009665399277341603,0.0003198669518849432,9.936088649754646,0.06391135024535258,0.0002970091410152044,0.02079857661033587,4.98941379876865,0.0001324502186900724,0.9995315152165096,0.0001714756424711405,0.0001388795805368987,1.785745945118908e-05
20,0.0005178872962632195,0.6,6.648337514661416,3.328636590213543,0.01442316908139104,0.02302589512495725,0.0007338957508781558,9.837270442799481,0.1627295572005162,0.00114647049096745,0.03189596540509878,4.974368665533031,0.0002718271031911945,0.9984002835120032,0.0004532459970257712,0.0006982108995357909,9.379608205402405e-05
30,0.001055621009756519,0.6,5.283774001685625,4.675884155452661,0.02133942941281734,0.04034184286165446,0.00116203131185249,9.745666279106477,0.2543337208935196,0.002300078565694492,0.04684944086287532,4.954758157603259,0.0005097523877240879,0.9967717841644347,0.0009281372698673903,0.00164728309230954,0.0002244287898682555
40,0.001752470865410908,0.6,4.097879094916682,5.840059137168359,0.02748816199176493,0.06206176791455208,0.001595386302416076,9.665220531861324,0.3347794681386701,0.00359954163271621,0.06780580478753963,4.930086853667883,0.0009196305284965276,0.9946636384133101,0.001736819953968116,0.002933039587991207,0.0004020388211915324
50,0.002666671149492535,0.6,3.071960298339051,6.83934584264803,0.03290280264741176,0.08869385901246811,0.002035031567679618,9.595328248335639,0.4046717516643442,0.004969049577955328,0.09872199721467365,4.899520578069796,0.001644179731400871,0.9918936483813175,0.003137302040721979,0.004610427249611521,0.0006336705449512718
60,0.003953291960175367,0.6,2.193827713019614,7.685490992202772,0.03761602978309755,0.1206812947770543,0.002483696225224043,9.53511764256594,0.4648823574340417,0.006376360031324274,0.1475581439631192,4.861835460084734,0.002983298187255843,0.9879837492742369,0.005639890694431595,0.006899369823046833,0.0009490233106333379
70,0.005956986420425122,0.6,1.462225309301075,8.379775518448731,0.04162032488596495,0.1579991722493567,0.002940495938221883,9.484165459997017,0.5158345400029658,0.007803054344101004,0.2314001285239967,4.815329273859702,0.005603876019195358,0.9818728180664356,0.01032412758945152,0.01031423551470267,0.001417914569535798
80,0.009421020589846389,0.6,0.8950312021297252,8.905910249471422,0.04482369987065762,0.1990585483984262,0.003391209962096012,9.44297724339377,0.5570227566062127,0.009213282547471759,0.3857717966694039,4.757895502132358,0.01093216399203151,0.9712774244848797,0.01950929296764067,0.01598197151492338,0.002193520311514281
90,0.01565619271139925,0.6,0.5220868579662676,9.238632523712699,0.04705931654846515,0.2392806183207585,0.003797496855887519,9.413146229421239,0.5868537705787445,0.01051166192830254,0.6600155217526585,4.688139198477014,0.02100521674152498,0.9522225303951309,0.03726580767655926,0.02608845427269096,0.003575272003520202
100,0.02570603336016542,0.6,0.3231064735707856,9.40374124813682,0.04835017270478118,0.2731522782921919,0.004118001412260179,9.39504670391671,0.6049532960832705,0.01153851011292688,1.058748484164655,4.608361152424831,0.03606310741404679,0.9216945395432081,0.06676695034385788,0.04321963202985794,0.005926824770734956
110,0.03886898058608057,0.6,0.2225342993873043,9.47887171086326,0.0490308230811794,0.2985939897493033,0.00434568453495703,9.385362250376074,0.6146377496239067,0.01217288447993958,1.532887137330303,4.525020405559436,0.05401965071649505,0.8819797305600503,0.105847384960003,0.06762465762365484,0.009298702394171989
120,0.05339359384102949,0.6,0.1665272281603339,9.517144597949832,0.04940784476034454,0.3163281738897111,0.004495154280306287,9.380115781606804,0.6198842183931771,0.01241118308786479,2.047907726100202,4.444248317991432,0.0732794667445736,0.8383511129058104,0.1492377040063177,0.09657824957832757,0.01332024386963428
130,0.06788358481069003,0.6,0.131697038723446,9.540383217149403,0.04963700355457243,0.327919744126608,0.004584309655827835,9.37701992250248,0.6229800774974996,0.01233111651144919,2.591011598247423,4.369243300791167,0.09318374927490797,0.7949311038481128,0.1927377796404309,0.1268544063455957,0.01753925029513996
140,0.08160485675273212,0.6,0.1081837340355057,9.55686354959521,0.0497876709207772,0.3349527163694308,0.004629453240509096,9.375030555250788,0.6249694447491925,0.01203214838292119,3.15691351283727,4.300818742222265,0.1134625641077937,0.7538634759398941,0.2341043756771764,0.1562938068204434,0.02164897703681246
