Time,ILK_protein,O2,S12_PHD,S13_HIF_PHD,S14_HIFOH,S15_HIF_ARNT_PHD,S16_HIFOH_ARNT,S17_VHL,S18_HIFOH_VHL,S22_HIFOH_ARNT_HRE,S3_HIF,S4_ARNT,S5_HIF_ARNT,S6_HRE,S7_HIF_ARNT_HRE,p_473S_Akt,p_mTOR
0,0,0.1,10,0,0,0,0,10,0,0,0,5,0,1,0,0,0
10,7.184196745361877e-05,0.1,8.114054185911849,1.87568570769064,0.001193815485053777,0.01026010639715147,5.579372475046719e-05,9.988896241355087,0.01110375864491676,5.118601138003362e-05,0.02137684686178966,4.989319153648088,0.000138442838007758,0.9997734966081108,0.0001753173804965218,7.442082898524907e-05,9.691868979331191e-06
20,0.0002278714259134613,0.1,6.263326819906519,3.710436767823938,0.002625532043597086,0.02623641226908212,0.0001342954221140477,9.970331513526988,0.02966848647301337,0.0002051739255302309,0.0354211707065516,4.972605552397341,0.0003190768893827716,0.9992953369780272,0.0004994890964294959,0.0003107603812924573,4.180412923379311e-05
30,0.0005242779435295617,0.1,4.464900836731156,5.485041087226842,0.004054230708745658,0.05005807604139682,0.0002242158181685596,9.951278189687779,0.04872181031222506,0.0004297664778359324,0.05998485102276555,4.947368809120023,0.0007350136293106548,0.9983861146090028,0.00118411891314843,0.0007771268954391398,0.0001054091987977542
40,0.001165379294221247,0.1,2.73640793976764,7.177989943271826,0.005440497191063986,0.08560211695988904,0.0003271638326332278,9.932726037845679,0.06727396215431926,0.0007071159649570555,0.1129191964822655,4.908566160866774,0.001909639745267204,0.9964050814046601,0.002887802630369888,0.001731345739530087,0.0002349373431058544
50,0.003112097059794097,0.1,1.170311025646071,8.690802460500459,0.006722452685137479,0.1388865138522568,0.0004470663352520985,9.915299136028873,0.0847008639711237,0.001033853793218562,0.2830173478106514,4.844107475534734,0.006857347442923805,0.9902984031652112,0.008667743041557261,0.004274922770074212,0.0005759804787724068
60,0.0125402956426426,0.1,0.275928750752325,9.521485656012683,0.007571172164921754,0.202585593234912,0.000564496289293788,9.9020583053679,0.09794169463210038,0.001387840881345642,1.049888367314644,4.723339978874085,0.03405540275043614,0.9605454711488846,0.03806668796975708,0.01521229509649615,0.002022759417908786
70,0.04029298708497035,0.1,0.111728160766555,9.637881187897024,0.007815010917064297,0.2503906513377885,0.0006383819090495544,9.89703497609251,0.1029650239074944,0.0016435424022691,2.461315170577029,4.53807410819475,0.08657093089039099,0.8756740723321149,0.1226823852656049,0.05542395530583459,0.007461194982952798
80,0.07613018569508705,0.1,0.06857130798734977,9.648242453701116,0.007882527548933198,0.2831862383126054,0.0006828233956185135,9.895684002155143,0.1043159978448578,0.001727952699392239,3.987901103389187,4.342555570325786,0.1416553831006058,0.7680800151348093,0.2301920321657866,0.1228237506479778,0.01678048645779147
90,0.1087110710027854,0.1,0.04898995687432671,9.647315299052426,0.007909077974422966,0.303694744074695,0.0007064137619255075,9.895218235955712,0.1047817640442929,0.001681599743911664,5.578762775391943,4.170516032120213,0.1960066811653604,0.6709238711219567,0.3273945291341198,0.1937530815462714,0.02668973264209989
100,0.1348513844884406,0.1,0.0378411423451654,9.647081700611155,0.007922269263414239,0.3150771570454463,0.0007154276301592967,9.895004389401818,0.1049956105981858,0.001567635021010268,7.22567341759741,4.028049438183655,0.2493030545333106,0.5931450773920197,0.4052872875869576,0.2546548938392896,0.03523521340728315
