Time,E2F1,E_cadherin,Foxo3a,IL6,ILK_activity,ILK_protein,NFkB_activity,O2,S12_PHD,S13_HIF_PHD,S14_HIFOH,S15_HIF_ARNT_PHD,S16_HIFOH_ARNT,S17_VHL,S18_HIFOH_VHL,S22_HIFOH_ARNT_HRE,S3_HIF,S4_ARNT,S5_HIF_ARNT,S6_HRE,S7_HIF_ARNT_HRE,Snail,T315,YB_1,Zeb1,p_473S_Akt,p_GSK3beta,p_Stat3,p_mTOR,vimentin
0,0,1,1,1,0,0,0,0.1,10,0,0,0,0,10,0,0,0,5,0,1,0,0,0.6,0,0,0,0,0,0,0
10,0.208168875557526,1.785176296610412,0.9936605637760287,0.04988798669498734,0.006589250085001469,0.007060039968521043,0.006682668261362426,0.1,8.11287665769477,1.876856940569085,0.001194432466535577,0.01026640173626512,5.581960063140583e-05,9.988892636425643,0.0111073635743535,5.119748551806644e-05,0.02141585535037338,4.989312460112236,0.0001386727402478189,0.9997733541893796,0.0001754483250993053,0.004684253898438072,0.6,0.007575780257392668,0.0006646703708292537,0.00757578025739267,0.007575780257392668,0.3577360008855081,0.0009967920183313072,0.000745119049631374
20,0.08715299569117026,2.256006457693511,0.9706582468610142,0.003072122073349134,0.004412669194365206,0.00325616307969755,0.02139309069563372,0.1,6.256181950539145,3.717526006951009,0.002630175523335249,0.02629204250978742,0.0001345310372276454,9.970286419215354,0.02971358078464108,0.0002054184177100642,0.03555654226411112,4.972546605816795,0.0003204173114482647,0.9992935966752603,0.0005009849070266913,0.00960282635997692,0.6,0.01122956453561002,0.001821787017323648,0.01122956453561003,0.01122956453561002,0.06699860524877088,0.001582185614479667,0.002138665853296574
30,0.0217909354374739,2.535139619699153,0.9631907087558319,0.0007541999518480538,0.001689285299572509,0.001290551642296512,0.01681885265370995,0.1,4.453308705837544,5.496489663960508,0.004062712694743534,0.05020163020185985,0.0002247201792130288,9.951177939461525,0.0488220605384665,0.0004305916122529815,0.06025120983191574,4.947213781236628,0.0007393990232627916,0.9983795306409701,0.001189877746773724,0.01388360112042467,0.6,0.005869144959923584,0.002908740416584357,0.005869144959923587,0.005869144959923584,0.01115212729318729,0.0008402372269751536,0.003500294205735499
40,0.004804072430695767,2.695738964517398,0.9683924705533202,0.0003838480645547709,0.001299259770109658,0.00134072685867937,0.009106888780157189,0.1,2.723686790371922,7.190439533747126,0.005450427565501788,0.085873675880916,0.0003278926623946764,9.932598292408182,0.06740170759180689,0.0007086391877734715,0.1135661512724081,4.908257442767894,0.001924987124618036,0.9963839984357981,0.002907362376425721,0.02244559400450347,0.6,0.003144083866586216,0.004469514158378682,0.003144083866586217,0.003144083866586216,0.002391183949250163,0.000442693047628171,0.005379682342759278
50,0.001162309434799599,2.772064166716213,0.9732013655276011,0.0002536406061285153,0.0026456867134728,0.003180290138707377,0.007457262982866661,0.1,1.159523313213348,8.701145989969673,0.006731462078528029,0.1393306968175525,0.0004479758955462997,9.915174457980424,0.08482554201956546,0.001036027859601594,0.285524932558634,4.843495850223326,0.006936367297117526,0.9902108902331542,0.00875308190724387,0.04850750290327825,0.6,0.004048162401034199,0.008575458629759475,0.004048162401034199,0.004048162401034199,0.0008309325721963998,0.0005512167562980563,0.01016575291622535
60,0.0004472904571769276,2.739718214425587,0.9670705028995596,0.000400895098008789,0.009731709535563293,0.01269450635347708,0.01585978000855614,0.1,0.2732697485893663,9.523745106887407,0.007574649626941383,0.2029851445250793,0.000565171992849896,9.90199070129928,0.09800929870071159,0.001390046910908326,1.058979101917729,4.722164456070727,0.03439727611553441,0.9601120487035131,0.03849790438557635,0.1631072032248667,0.6,0.01204346466179359,0.02501905267753967,0.01204346466179359,0.01204346466179359,0.0006895792367516774,0.001605307794664772,0.0289944461160406
70,0.0005960763686675563,2.474561889197406,0.9194009825941163,0.001364277144756605,0.03449753730541878,0.04054119583512655,0.05874002224594147,0.1,0.1113791440805004,9.637933663543539,0.007815736970846671,0.250687192378213,0.0006388022831418579,9.897018430157111,0.1029815698428864,0.001644686559922226,2.468814078817251,4.536799100654633,0.08686250682175305,0.8749876021370514,0.1233677113030226,0.4544602691540495,0.6,0.04582525054663865,0.07774227060337639,0.04582525054663865,0.04582525054663865,0.0017566298357294,0.006147917075727926,0.0904846085576714
80,0.001854486848745062,2.008297526839665,0.7909989942641084,0.004244724559634186,0.07235105686833923,0.07634420148577195,0.1668562248659893,0.1,0.06853701422383954,9.648070219085069,0.007882670316714942,0.2833927666931512,0.0006830932969102511,9.895680494348333,0.1043195056516643,0.001728248415205741,3.989931876065548,4.341808250372541,0.1417442285610109,0.7676283389229088,0.2306434126618816,0.8289257169329856,0.6,0.1127522253559818,0.1611815369224033,0.1127522253559818,0.1127522253559818,0.005810803038049943,0.01535810952830781,0.19122281210601
90,0.004928714056624734,1.539871057280563,0.6195415354683318,0.008937994031806139,0.1104144030224561,0.1089159236012464,0.3201652885927915,0.1,0.04900517907001892,9.647159498202745,0.00790908675245669,0.3038353227295979,0.0007065919534474616,9.895217781666787,0.1047822183332109,0.001681685525465803,5.577318098524761,4.170292395766579,0.1959632020769302,0.6707975125256794,0.3275208019488511,1.234424598576757,0.6,0.191799450944689,0.2581791309403398,0.191799450944689,0.191799450944689,0.01385767167462821,0.02636688267909607,0.3107095891407481
100,0.009586866165451265,1.185730576974272,0.4762939581092774,0.01421849807402445,0.1429055882558485,0.1351674371304987,0.4784541241217304,0.1,0.03783730993599972,9.646995335544279,0.007922271749185724,0.3151673545220066,0.0007155428653736003,9.895004368237613,0.1049956317623808,0.001567791285926655,7.226401324074494,4.027941093235366,0.2493145498530172,0.5931385404749597,0.4052936682391101,1.657810866257685,0.6,0.2650153399612247,0.3616278585134362,0.2650153399612247,0.2650153399612247,0.02430608247445294,0.03661898041847768,0.4391484449004043
110,0.01483463914039784,0.9490813012550154,0.3848297525927042,0.01909884428055407,0.1691457991738251,0.1557229347972072,0.6181019798396555,0.1,0.03065910972126288,9.649100470171094,0.007929618145714598,0.3202404201098749,0.0007152084102720632,9.894889552420954,0.1051104475790363,0.001431919548308319,8.924926585374893,3.909797669253531,0.3017435045544466,0.5324968023273698,0.4660712781243163,2.092976995192625,0.6,0.3261373662101055,0.4689032557903945,0.3261373662101055,0.3261373662101055,0.03488080594706622,0.0451956786110928,0.5727400790670842
120,0.0197945904384583,0.7920115252604315,0.3319103846651429,0.02320662166641048,0.1902253929646405,0.1719766212534538,0.7332781715282429,0.1,0.02569065060839654,9.65306430769882,0.007934000073333461,0.3212450416952158,0.0007093925571679424,9.894822569311748,0.1051774306882442,0.001298169491774386,10.65958104642596,3.809471008418853,0.3531715925338769,0.4845970352041383,0.5141047953040747,2.535880644449693,0.6,0.3755278227503284,0.57864216690546,0.3755278227503284,0.3755278227503284,0.0442324310354398,0.05212890592366232,0.7095969603810217
130,0.02405989238577654,0.6819774912286555,0.300439446725567,0.02655206164788734,0.2073993775394092,0.1851037584509983,0.82664183783252,0.1,0.02206500158345144,9.658216283633918,0.007936785455185129,0.3197187147849809,0.0007005574968918786,9.894780880715711,0.105219119284284,0.001176532199963641,12.41965295826709,3.721969048467725,0.4035199423943502,0.4459082631417788,0.5529152046582448,2.983856432517228,0.6,0.4155213356586806,0.6899897407372502,0.4155213356586807,0.4155213356586806,0.05200251427908054,0.057741039614285,0.8485760038767292
140,0.02758069019958725,0.6001201862467904,0.2800769839266704,0.02927409410260514,0.2216445361637874,0.1959299904270931,0.9028279125116518,0.1,0.01931576870333115,9.663999939845603,0.007938672059815728,0.3166842914533586,0.0006902042726669782,9.894753205240761,0.105246794759235,0.001069740670844522,14.19732876382857,3.643877424710882,0.452728163757194,0.413980084191498,0.5849501751376449,3.435159858183132,0.6,0.4483866281770419,0.8023920865659238,0.4483866281770418,0.4483866281770419,0.05833976178337967,0.0623503053670689,0.9889445493208017
150,0.03046175918209654,0.5364217309738533,0.2657508321999474,0.03151660520608145,0.2336547012555221,0.2050178180764737,0.9659319856782652,0.1,0.01716493777788986,9.670034666837832,0.007940028149337639,0.3128003953865274,0.0006792191976785739,9.894733667861695,0.1052663321382956,0.000977355538885736,15.98696999169818,3.57291996828863,0.5007571747901136,0.3871567576600454,0.6118658868010562,3.888602246999906,0.6,0.475850694974193,0.9154808019625693,0.475850694974193,0.475850694974193,0.06353035779315619,0.06619996976525826,1.130218127302045
160,0.032837375460385,0.4852688494569128,0.2550260588946062,0.03339312849451614,0.2439203081466687,0.2127579343357879,1.019027113717822,0.1,0.01543927556404825,9.676080327340417,0.007941055193889509,0.3084803970978286,0.0006681119411774786,9.894719096419013,0.1052809035809791,0.0008977843121036107,17.7844287285346,3.507558038201457,0.5475867214802709,0.3642932687182094,0.6348089469696745,4.343326484145078,0.6,0.4991488687961051,1.028998865586682,0.4991488687961051,0.4991488687961051,0.06783845814553696,0.06946417200055616,1.272061124380692
170,0.03482266253767857,0.4432290423313818,0.2466486522407816,0.03498632882605032,0.2527955539412985,0.2194299795139384,1.064323275513553,0.1,0.01402669870317192,9.681995520153453,0.007941867162428661,0.303977781145901,0.0006571655154733683,9.894707728928417,0.1052922710715772,0.0008291803684859357,19.58657310799652,3.446724477798558,0.5932116168332283,0.3445710412928799,0.6545997783386214,4.798685955078527,0.6,0.5191645044535702,1.142757720254014,0.5191645044535702,0.5191645044535702,0.07146723875507326,0.07226736787027528,1.414229078508278
180,0.03650574061157268,0.4080339163342718,0.2398971707771817,0.03635643939395652,0.26054557495462,0.2252414426258487,1.103435483725661,0.1,0.01284916234095291,9.687704464652374,0.007942530297833924,0.2994463730092513,0.0006465309370835909,9.894698519295126,0.1053014807048697,0.0007697980308169652,21.39095947777586,3.389652326415066,0.6376373989954905,0.3273826293569277,0.6718475726122451,5.254172801999236,0.6,0.5365495570884601,1.25661210417493,0.5365495570884601,0.5365495570884601,0.07456648737849488,0.07470133712523014,1.556534685146916
190,0.03795080750854804,0.3781382873209163,0.2343341216935004,0.03754728692741172,0.2673695216825737,0.230347546290204,1.137547618309639,0.1,0.0118556895051756,9.693170163795578,0.007943086214642639,0.2949741467017176,0.0006362779092123157,9.894690855167633,0.1053091448323603,0.0007181215334047554,23.19566833316376,3.335783526819225,0.6808788857511092,0.3122728371802706,0.6870090412863146,5.709384508206746,0.6,0.5517878499994965,1.370448459824563,0.5517878499994964,0.5517878499994965,0.07724454990555037,0.07683414373708165,1.698832094149627
200,0.03920513472822875,0.3524248758705735,0.2296670180583315,0.038591783828488,0.2734228603928526,0.2348688627095664,1.167556305489476,0.1,0.0110064294998178,9.698383439755878,0.007943562155340389,0.2906101307467841,0.0006264320349744167,9.894684332269204,0.1053156677307947,0.0006728807739418536,24.9991464616811,3.28469406070353,0.7229570808305167,0.2988877043147793,0.7004394149112689,6.163993036168546,0.6,0.5652511885734715,1.484175295643344,0.5652511885734715,0.5652511885734715,0.07958184263711332,0.07871804451757798,1.841004128360249
210,0.04030419620157451,0.3300738965664848,0.2256935437008029,0.03951524976847189,0.2788281919292529,0.2388998624062025,1.194156760856637,0.1,0.01027166301104154,9.703349211315194,0.007943976111766364,0.2863791256753522,0.0006169929256818133,9.894678684285939,0.1053213157140556,0.0006330275755147634,26.80012450546626,3.236056147591019,0.7638973424578025,0.2869496086568578,0.7124173637676178,6.617728415708655,0.6,0.5772308617976283,1.597717745180232,0.5772308617976283,0.5772308617976283,0.08163942429805969,0.08039396379882996,1.982955084239665
220,0.04127513452549622,0.3104673705709565,0.2222687453900718,0.04033748606876188,0.2836834832961774,0.2425157472932673,1.217895645286529,0.1,0.009630034999368835,9.708078170990449,0.007944340486846958,0.2822917940119806,0.0006079473030809834,9.894673730492119,0.1053262695078862,0.000597704238074181,28.59755418632708,3.189609452885465,0.8037281381545842,0.2762373323613047,0.7231649634006123,7.07036609285204,0.6,0.5879577643162868,1.711013925221638,0.5879577643162868,0.5879577643162868,0.0834645578378352,0.08189432538580101,2.12460596439604
230,0.04213927476441159,0.2931302940507396,0.2192851706749195,0.04107433296166415,0.2880684052015705,0.2457772581681741,1.239212376706957,0.1,0.009065637685492399,9.712584248592258,0.007944664207106487,0.2783501137242277,0.000599274883248829,9.894669340289569,0.1053306597104367,0.0005662055626910447,30.39055484831269,3.145143060497837,0.8424796840407152,0.2665721331521505,0.7328616612851668,7.521715943953041,0.6,0.5976187582574634,1.824011683221098,0.5976187582574634,0.5976187582574634,0.08509473292694629,0.08324536182225273,2.265890275210011
240,0.04291283263116803,0.2776953071810225,0.2166643855307556,0.04173800872062972,0.2920459236874305,0.2487329123756616,1.258447271910984,0.1,0.008565368479786549,9.716883156191777,0.007944954198625542,0.2745514753307984,0.000590954043665255,9.894665417610039,0.105334582389965,0.0005379763896018311,32.17840795470509,3.102484409026984,0.8801839739767878,0.2578108123842736,0.7416512112261868,7.971622899622222,0.6,0.6063596440213274,1.93666878533886,0.6063596440213274,0.6063596440213274,0.08655867437910987,0.08446752641341863,2.406754232600376
