Time,E2F1,E_cadherin,Foxo3a,IL6,ILK_activity,ILK_protein,NFkB_activity,NFkB_inactive,O2,S12_PHD,S13_HIF_PHD,S14_HIFOH,S15_HIF_ARNT_PHD,S16_HIFOH_ARNT,S17_VHL,S18_HIFOH_VHL,S22_HIFOH_ARNT_HRE,S3_HIF,S4_ARNT,S5_HIF_ARNT,S6_HRE,S7_HIF_ARNT_HRE,Snail,Stat3_inactive,T315,YB_1,Zeb1,p_473S_Akt,p_GSK3beta,p_Stat3,p_mTOR,vimentin
0,0,1,1,1.5,0,0,0,1,0.1,10,0,0,0,0,10,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0
10,0.3114668684890481,1.782874130614773,0.9015559404483997,1.5,0.1323976525069642,0.102292341799651,0.1034171187048513,0.896582881295148,0.1,8.11405281561051,1.875691009441955,0.001584701328260525,0.01025617494757431,7.40366993713098e-05,9.9852739639334,0.01472603606659514,6.788090966941223e-05,0.02157867286597884,4.989286665394261,0.0001394338033245552,0.9997563108445359,0.0001758082457963474,0.0171118692598699,0.2419929157346285,0,0.1342420433651503,0.001685867621289512,0.1342420433651503,0.1342420433651503,0.7580070842653716,0.01740566637815798,0.001838388658736933
20,0.3699446874321887,2.216866468473131,0.5021034662554515,1.5,0.2329964367233154,0.1233495086354932,0.3968742994889113,0.6031257005110878,0.1,6.230410007766272,3.743128843524428,0.003514808012433455,0.02646114870934481,0.0001796407631291766,9.960401684058567,0.0395983159414324,0.0002733740602922687,0.03656384132748952,4.972248967275132,0.0003284523238533912,0.9992182090714641,0.000508416868245263,0.07670934885108187,0.2417941555175003,0,0.3929157769920757,0.01214805598209775,0.3929157769920757,0.3929157769920757,0.7582058444824996,0.05385820088563649,0.01386741867603844
30,0.3778634209784106,2.409772994660213,0.2951708409135914,1.5,0.2589239042120356,0.1265128673232911,0.5044357301824502,0.495564269817549,0.1,4.374907133109489,5.574059000868307,0.005472089220596283,0.05103386602249724,0.0003025393922662165,9.934460018183982,0.06553998181601503,0.0005767951581019509,0.06325707628476925,4.94607479579655,0.0007786129653415546,0.9981898141766572,0.00123339066524269,0.1254329691729613,0.2417941123786918,0,0.5101780861233001,0.02558847027234854,0.5101780861233002,0.5101780861233001,0.7582058876213081,0.0708003093976938,0.03040549615108188
40,0.3789351344417352,2.475295403577794,0.2441178847077033,1.5,0.2650454733323755,0.1276272799974406,0.5299685218443715,0.4700314781556278,0.1,2.59433192367085,7.317431910463865,0.007376524617300657,0.08823616586553622,0.0004443767322515158,9.909072026785491,0.09092797321450469,0.0009553681211948743,0.1229442861833516,4.905129726422609,0.002117030585243536,0.9959272996056413,0.003117332273166152,0.1541046616040531,0.2417941123133847,0,0.5453005670606873,0.03480375935542209,0.5453005670606873,0.5453005670606873,0.7582058876866156,0.07591183736407188,0.04236406050345757
50,0.3790801947456654,2.476605212443324,0.2328342695645133,1.5,0.268936701644216,0.1300146263063908,0.5369747348935242,0.4630252651064756,0.1,1.018530879553423,8.837037438108531,0.009109895110141736,0.1444316823436044,0.0006095273905817348,9.885471232193856,0.1145287678061339,0.001403599062647796,0.3302291161638904,4.83526334263139,0.008278223515099041,0.9885827758807791,0.01001362505657526,0.1911212459707289,0.2417941123133653,0,0.5571748654474246,0.04266931196581919,0.5571748654474246,0.5571748654474246,0.758205887686635,0.07760526289395733,0.05228343968567314
60,0.3790998627579157,2.391780003502579,0.2277713029327835,1.5,0.2826409183596423,0.1416385289021729,0.5433247245752117,0.4566752754247884,0.1,0.2346564164640723,9.557207547410409,0.01015112059947413,0.2081360361305734,0.0007626948384497908,9.868710293057106,0.1312897069428826,0.001877674560298161,1.235689995007924,4.702378341026278,0.04074425175420623,0.9520213237495899,0.04610100169011044,0.3313371556192921,0.2417941123133652,0,0.5746802132646471,0.06372354985441488,0.5746802132646469,0.5746802132646471,0.758205887686635,0.07994802863453752,0.07674037050236678
70,0.3791025270916746,2.113746049248946,0.2153394892517151,1.5,0.3282649021419094,0.1719121663058295,0.5643578200239197,0.4356421799760803,0.1,0.1032789632669132,9.641983201969781,0.01042685422904428,0.2547378347684209,0.0008564300376858751,9.862964263322887,0.1370357366771036,0.002195459377205054,2.702910881628042,4.508940704659748,0.09524529845047325,0.8597802679165667,0.1380242727062285,0.6498075800614876,0.2417941123133652,0,0.6377573341851819,0.1233893386776504,0.637757334185182,0.6377573341851819,0.758205887686635,0.08844206278619794,0.1467193544398059
80,0.3791028874817786,1.70087408575007,0.189906192606077,1.5,0.3983684357307873,0.2081363908942796,0.6054229677234937,0.3945770322765062,0.1,0.06536481105518903,9.6483939538315,0.01050587864650744,0.2862412351188245,0.0009122015465499212,9.861416272987835,0.138583727012154,0.00228300515186503,4.252735490586809,4.313304731944324,0.1507463386978847,0.7512045073074114,0.2465124875407239,1.045937311518591,0.2417941123133652,0,0.7614302252638692,0.2126642849951826,0.7614302252638692,0.7614302252638692,0.758205887686635,0.1054586128474767,0.2548469782189712
90,0.3791029362196646,1.316808826262727,0.1626283304403062,1.5,0.4687996809550693,0.2399267167629863,0.6482930608654375,0.3517069391345621,0.1,0.04746759449524026,9.646984596286433,0.01053797085551722,0.305547809224499,0.0009408343155396636,9.860864184238672,0.1391358157613175,0.002206265416878256,5.854569634944861,4.145007345640364,0.2049860040871279,0.6564819932666862,0.341311741316436,1.472704070777008,0.2417941123133652,0,0.907922880997549,0.3151042454298357,0.907922880997549,0.907922880997549,0.758205887686635,0.1258621592826414,0.3811831102225638
