Time,ILK_activity,ILK_protein,O2,S12_PHD,S13_HIF_PHD,S14_HIFOH,S15_HIF_ARNT_PHD,S16_HIFOH_ARNT,S17_VHL,S18_HIFOH_VHL,S22_HIFOH_ARNT_HRE,S3_HIF,S4_ARNT,S5_HIF_ARNT,S6_HRE,S7_HIF_ARNT_HRE,T315,p_473S_Akt,p_mTOR
0,0,0,0.1,10,0,0,0,0,10,0,0,0,5,0,1,0,1.2,0,0
10,2.764411369386266e-05,7.184227122226201e-05,0.1,8.114062314949273,1.875677615685106,0.001193807337681218,0.01026006936560647,5.579338220593122e-05,9.988896390483159,0.01110360951682733,5.118614433452545e-05,0.02137645624296144,4.989319195958309,0.0001384368853682067,0.9997734955913355,0.0001753182642646962,1.2,2.716286522535159e-05,3.511844817003695e-06
20,9.381713218960423e-05,0.0002278679827776255,0.1,6.263392939139455,3.710371125681788,0.002625483161643522,0.02623593517877694,0.0001342930925519286,9.970332134742227,0.0296678652577587,0.0002051721851346826,0.03541935148255932,4.972606060964528,0.0003190593042140005,0.9992953485398779,0.000499479274894399,1.2,0.000125976670333545,1.691953250448509e-05
30,0.0002194543698253407,0.0005242493513728567,0.1,4.465128774974783,5.484815478002919,0.004054076309448796,0.05005574702243924,0.000224207470570587,9.951279837342389,0.04872016265759724,0.0004297558874353238,0.05997583726441777,4.947371389285852,0.0007348706953849172,0.9983862144740865,0.001184029638385788,1.2,0.0003238299572894554,4.39049535826885e-05
40,0.0004855599676336397,0.001165150126189586,0.1,2.736988854126723,7.177418609956631,0.005440100938708041,0.08559253591701869,0.0003271382271818808,9.93273021800003,0.06726978199995676,0.0007070806786254157,0.1128795931823439,4.908577256334919,0.00190888564052495,0.9964058161194783,0.002887103201803906,1.2,0.000723288897545447,9.816928648165239e-05
50,0.001258980455665636,0.003109772146858559,0.1,1.171468789093542,8.689678030826771,0.006721623014659676,0.1388531800797821,0.0004469980239945593,9.915308347443228,0.08469165255676038,0.001033755499568422,0.2826752285510308,4.844157413347289,0.006848314420320992,0.9903059058712376,0.008660338629101712,1.2,0.001750029970227406,0.0002360539844087639
60,0.004898099454284,0.01251126550750999,0.1,0.2767961960682783,9.520669413535261,0.007570391809794731,0.2025343903973875,0.0005644136046298019,9.902069660507298,0.09793033949269106,0.001387683207326482,1.046680219447229,4.723587386249048,0.03395247940116793,0.9606386696520137,0.03797364714056755,1.2,0.005973433268691629,0.0007948355784970697
70,0.01660001153309855,0.04014419115098057,0.1,0.1123371874591405,9.637285827078832,0.007814472599779104,0.2503769854610198,0.0006383648298560035,9.897042473302735,0.102957526697255,0.001643695122230022,2.447765522817142,4.539008647121291,0.08611528666217697,0.8761392840742037,0.1222170208034742,1.2,0.02244032365197254,0.00301575471236181
80,0.03265794686983673,0.07569661245942555,0.1,0.06926874052284324,9.647503804576784,0.007881921847915569,0.2832274548993218,0.000682929384724408,9.895691641472595,0.1043083585273957,0.001729206082959113,3.947211483615182,4.34518791259298,0.1403204974017245,0.7694187942786029,0.2288519996383458,1.2,0.05200803337561064,0.007097443740010674
90,0.04753713717984682,0.1078258962807779,0.1,0.04977754675861858,9.646375671731537,0.007908352726518197,0.3038467815092142,0.0007067761208847444,9.895227353700458,0.1047726462995355,0.001685147477805546,5.489492393923645,4.175911267192314,0.1931648878773857,0.6736297126992302,0.3246851398228719,1.2,0.08410290768765998,0.01157851836710432
100,0.05950501299577914,0.1334529107729328,0.1,0.03868046189175484,9.64592682163472,0.007921460948519749,0.3153927164725985,0.0007161894346162406,9.895014722567733,0.1049852774322596,0.001574571194953298,7.067677577570803,4.036846080332001,0.2444360788664811,0.5973910651054242,0.4010343636995304,1.2,0.1119303504139908,0.01548263592742995
110,0.06879084501141759,0.1533238722743122,0.1,0.0315469543011169,9.647739070051333,0.00792874299303385,0.320713975646531,0.0007164299602860829,9.894900873510307,0.1050991264896859,0.001442628375672327,8.671731649528697,3.922630994965051,0.2942165385763871,0.5382779391480782,0.4602794324761573,1.2,0.1340587101132221,0.01859198589939157
120,0.07607015503429199,0.1689382974478113,0.1,0.02660044902342524,9.651403603269493,0.007933098206697665,0.3219959477061069,0.0007112804659265364,9.894834363040092,0.105165636959902,0.001313026316998585,10.29210728899533,3.826494292348307,0.3425902630998454,0.4917917836198336,0.5068951900630925,1.2,0.151361639095859,0.02102301553521487
130,0.08192032195257994,0.1815231840775196,0.1,0.02298075106457096,9.65625005134112,0.007935887743863546,0.320769197593075,0.0007031702170237921,9.894792703910495,0.1052072960894982,0.001195324013157705,11.92173915154355,3.743205221886536,0.3896151615759648,0.4542927512699032,0.5445119247169644,1.2,0.1650974205581498,0.02295147312876841
140,0.08673752669191143,0.1919116189009863,0.1,0.02022317981666062,9.661729138237481,0.007937798340579401,0.3180476819446902,0.0006935665878625072,9.894764770718309,0.1052352292816832,0.001091951914978139,13.5558426311397,3.669240165236192,0.4353344434910986,0.423315857257217,0.5755921908278512,1.2,0.1762606616096359,0.02451751670814538
150,0.09078424329072639,0.2006553601256893,0.1,0.0180582329895271,9.667457094272461,0.007939187751922587,0.3144846727369034,0.0006833358208276634,9.894744812281669,0.1052551877183268,0.001002373720186536,15.19117318496519,3.602276035826453,0.4797842805104426,0.3972283248921266,0.6017693013877294,1.2,0.1855360299218996,0.02581784362151158
160,0.09423699517900486,0.2081274977539093,0.1,0.01631309887328914,9.673201154236621,0.007940250932836998,0.3104857468889834,0.0006729699460914383,9.894729777455797,0.1052702225441979,0.0009249958668128742,16.8254625755285,3.540765822542162,0.5229998018769845,0.3749243412519683,0.624150662881249,1.2,0.1933805408231969,0.02691697736778132
170,0.09722101692612854,0.2145935303684165,0.1,0.01487886793047784,9.678819787655994,0.007941098078207462,0.3063013444138128,0.0006627456735279727,9.894717936660491,0.1052820633395021,0.0008580508124943686,18.45705720349945,3.483636108516916,0.5650159953173484,0.3556161939179563,0.6435257552695797,1.2,0.2001121781870303,0.02785976388392977
180,0.09982737994083622,0.2202472363807425,0.1,0.01368003661881108,9.684238082682102,0.007941794848584181,0.3020818806983435,0.0006528094380080132,9.894708284522695,0.1052917154772985,0.0007998860538520844,20.08471505778897,3.430125448616739,0.6058682192370146,0.3387283579875007,0.6604717559586774,1.2,0.2059579563279129,0.02867818658542013
190,0.1021243680645453,0.2252344207292225,0.1,0.0126636620385586,9.68942239879731,0.007942382069898052,0.2979139391635051,0.00064322984464045,9.894700202885106,0.1052997971148871,0.0007490711458598394,21.70747946599894,3.379677479060534,0.6455927135110039,0.323827361576943,0.6754235672772281,1.2,0.2110847945086373,0.02939573602401442
200,0.1041645211126529,0.2296675047813339,0.1,0.01179099574895223,9.694363122214243,0.007942886710010947,0.2938458820357288,0.0006340322884447816,9.894693296218446,0.1053067037815492,0.0007044084597923702,23.32459707022736,3.331872805447343,0.6842260526495139,0.310578772418722,0.6887168191215175,1.2,0.2156193681629908,0.03003022483063887
210,0.1059889308199943,0.2336345850871166,0.1,0.01103405037196037,9.699064197262521,0.007943326701862097,0.2899017523648323,0.0006252165584640764,9.894687297582944,0.1053127024170479,0.0006649116062203338,24.9354673404113,3.286388577308912,0.7218048222489361,0.2987203684793082,0.7006147199145033,1.2,0.219659668694263,0.0305954232785167
220,0.1076302797663699,0.2372058468571944,0.1,0.01037134877254715,9.703536686332981,0.00794371484024708,0.286091964893903,0.0006167700968966011,9.894682024000751,0.1053179759992416,0.0006297735196903007,26.53960447233329,3.242969164917945,0.7583652350849217,0.2880431349922462,0.7113270914880945,1.2,0.2232828952121106,0.03110217364237457
230,0.1091149317138623,0.2404379814668954,0.1,0.009786534109771681,9.707795094325546,0.007944060442788729,0.2824183715641526,0.0006086735743152651,9.894677340239843,0.1053226597601502,0.0005983339768389976,28.13661188766764,3.201408254964009,0.7939428786979816,0.2783781787992016,0.7210234872239897,1.2,0.2265508382618921,0.03155915007121073
240,0.1104643878852621,0.2433772799535859,0.1,0.009266773845528932,9.711855049797492,0.007944370535812345,0.2788781763559815,0.000600905219366967,9.894673145626635,0.1053268543733583,0.0005700517590364972,29.72616328697843,3.161535981164123,0.828572478233054,0.2695875409698766,0.7298424072711168,1.2,0.2295135724829444,0.03197337934643117
250,0.1116963515301828,0.2460618981146797,0.1,0.00880134571850188,9.715732149997796,0.007944650781945471,0.2754665042828314,0.0005934435453711579,9.89466936524963,0.105330634750363,0.0005444819781983966,31.30798835491585,3.123209826000643,0.8622876940244019,0.2615574678509915,0.7378980501708398,1.2,0.2322120923772357,0.0323506120757661
260,0.1128255694577864,0.2485236516393411,0.1,0.008383039975422729,9.71944009567261,0.007944905059415502,0.2721768643508093,0.0005862671288742588,9.894665937285311,0.1053340627146844,0.0005212564823900778,32.88186373040502,3.086308877620541,0.8951210753681108,0.2541930844652112,0.7452856590524283,1.2,0.2346803444770652,0.03269560846799083
270,0.1138643984134541,0.2507892205334962,0.1,0.008004814467824096,9.722992471336219,0.007945137047705267,0.2690027141944112,0.0005793565656779758,9.894662813587342,0.1053371864126525,0.000500069052654984,34.44760206858341,3.050728701591736,0.9271040337809902,0.2474148061285452,0.7520851248188289,1.2,0.2369466858990245,0.03301234420544994
280,0.1148232833834453,0.2528811779962418,0.1,0.007660878449293335,9.726401649474548,0.007945349733162887,0.265937472074119,0.0005726939393042387,9.894659954589182,0.1053400454108115,0.0004806638759175035,36.00504721670035,3.016378388742235,0.9582667298836999,0.2411552846336064,0.7583640514905048,1.2,0.2390349482506197,0.03330415929751792
290,0.1157111120485161,0.2548187442057409,0.1,0.00734719447515905,9.729677778770711,0.007945545184637436,0.2629750267517368,0.0005662630732902288,9.894657329276141,0.1053426707238506,0.0004628256016386359,37.55406979166857,2.983177801800142,0.988638068145207,0.2353571597635668,0.764180014634823,1.2,0.2409653509090167,0.03357388698946744
300,0.1165354986776566,0.25661839820666,0.1,0.007059792574648232,9.732830701174699,0.007945725560826794,0.2601095062478507,0.0005600493093361298,9.894654909229709,0.10534509077028,0.0004463720907250507,39.09456146611562,2.951055828962851,1.018245859829837,0.2299712443404517,0.7695823835688519,1.2,0.2427551468721786,0.03382394426386218
310,0.1173030015799314,0.2582943414714804,0.1,0.006795523731373219,9.735869177060755,0.007945892541377125,0.257335299205062,0.0005540391209417429,9.894652670811032,0.1053473291889583,0.0004311481632134131,40.62643269291694,2.919949043291071,1.047116759244255,0.2249551408518352,0.7746137109849803,1.2,0.2444191538357095,0.03405640656875947
320,0.1180193062962983,0.2598588930235574,0.1,0.00655175954776754,9.738800906937929,0.007946047533576516,0.2546473335115017,0.0005482203934738465,9.894650594623782,0.1053494053762083,0.000417020844120772,42.14960977222724,2.889800220757455,1.075276290428576,0.2202720650815294,0.7793109140743789,1.2,0.245970175298526,0.0342730668634517
330,0.1186893602265453,0.2613227782540041,0.1,0.006326249590415682,9.741632752240767,0.007946191756805167,0.2520409981660645,0.000542582224311417,9.894648663923746,0.1053513360762463,0.0004038757126872118,43.66403265559995,2.860557517802349,1.102748888028727,0.2158899862123248,0.7837061380750174,1.2,0.2474193259654988,0.03447548138425382
340,0.1193174924018677,0.2626953866009304,0.1,0.006116998310480312,9.744370880652415,0.007946326274768442,0.2495121210347838,0.0005371147928863585,9.894646864419569,0.1053531355804246,0.0003916137555734441,45.16965299813879,2.832173684355352,1.129557938818867,0.2117808589958213,0.7878275272486349,1.2,0.2487763055796265,0.03466500802413056
350,0.1199075072163206,0.2639849743996424,0.1,0.00592228747008444,9.747021220660679,0.007946452113498467,0.2470564918666665,0.0005318087147972723,9.894645181968567,0.1053548180314241,0.0003801488482681447,46.66643258639291,2.804605768788089,1.155725949189211,0.207920018550932,0.7916998326008294,1.2,0.2500496162305461,0.03484283682104233
360,0.1204628058916605,0.2651989130814693,0.1,0.005740645829396761,9.749588572879865,0.00794656999800419,0.2446707812882886,0.0005266559900554268,9.894643607357546,0.1053563926424469,0.0003694044865558293,48.15434246884053,2.777813608308473,1.181274409896707,0.2042854554765562,0.7953451400369159,1.2,0.2512468665758226,0.03501003280379026
370,0.1209864173596318,0.2663437312910885,0.1,0.005570929267608015,9.752077718662111,0.007946680540768804,0.2423513520681271,0.0005216484223790569,9.894642130468158,0.1053578695318355,0.0003593110786432593,49.63336365198671,2.751760590624904,1.206224115766097,0.2008577068766538,0.7987829820447345,1.2,0.2523749714744091,0.03516756507876604
380,0.1214806927618289,0.2674246600027,0.1,0.005411933518257922,9.754492542795687,0.007946784508877229,0.2400955236843232,0.0005167800204595428,9.894640743000826,0.1053592569991681,0.0003498190035477052,51.10348131092783,2.726414807040322,1.230593896940024,0.197621007683229,0.802029173313263,1.2,0.2534389098573404,0.03531612832623088
390,0.1219482136517685,0.2684472751106464,0.1,0.00526266508106468,9.756837065690744,0.007946882535908587,0.2379002692268544,0.0005120439719501072,9.894639435670538,0.1053605643294553,0.0003408740885108604,52.56468555833614,2.701742746908698,1.254403694047417,0.194558754155776,0.8051003717557617,1.2,0.2544442945805959,0.03545650666512807
