Time,ILK_protein,O2,S12_PHD,S13_HIF_PHD,S14_HIFOH,S15_HIF_ARNT_PHD,S16_HIFOH_ARNT,S17_VHL,S18_HIFOH_VHL,S22_HIFOH_ARNT_HRE,S3_HIF,S4_ARNT,S5_HIF_ARNT,S6_HRE,S7_HIF_ARNT_HRE,p_473S_Akt,p_mTOR
0,0,0.4,10,0,0,0,0,10,0,0,0,5,0,1,0,0,0
10,0.0001176162719677133,0.4,8.175610252602899,1.814492006540381,0.00464666756115547,0.009897740856867003,0.0002171448397034553,9.956682821686096,0.0433171783139074,0.0002006630986438433,0.0210231132403393,4.989376705895964,0.0001347692808398189,0.9996263608737125,0.0001729760276332705,0.000113502789364806,1.464098170867517e-05
20,0.0004066541890743788,0.4,6.501044190946119,3.474711438494146,0.009958815185940518,0.02424437055987141,0.0005077364784126431,9.887591685553971,0.1124083144460294,0.0007861963650729695,0.03319701838748777,4.97370217026305,0.0002890462302942163,0.9987433235320133,0.0004704801028998852,0.0005486275504851324,7.371031701442442e-05
30,0.0008553836223166943,0.4,4.977035366990409,4.979074102750673,0.01498649474315765,0.04389053025922277,0.0008207219221825271,9.82088846498187,0.1791115350181328,0.001604113405139938,0.05128119571590006,4.952085437728848,0.0005833377958021279,0.9973800277064289,0.001015858888418546,0.00131760138839772,0.0001793139638755034
40,0.001517267420889809,0.4,3.595995068270315,6.333787150827884,0.01962492615811178,0.07021778090273301,0.001153197067075884,9.759800063767734,0.2401999362322699,0.002559176702972351,0.08062673854630205,4.922812886145222,0.001182773069888608,0.9953666371853026,0.002074186111713071,0.002470369912381426,0.0003378612384213077
50,0.002594635930150115,0.4,2.359838589583934,7.535005092949324,0.02384300554900584,0.1051563174680606,0.00151025825258754,9.70466775049578,0.2953322495042223,0.003611222499176779,0.1350696881270992,4.882853310749815,0.002552957271750332,0.9920728437426033,0.00431593375820795,0.004267131062600684,0.0005841508243536296
60,0.004743713664505682,0.4,1.301949548347167,8.54741135526457,0.02753847722666395,0.1506390963896169,0.001895959703697309,9.65623096129244,0.3437690387075553,0.004746130901978012,0.258772515488489,4.826609787705789,0.006304265624245981,0.9854491094237476,0.009804759674262656,0.007565115661822942,0.001033066371578754
70,0.01025263646302374,0.4,0.5574434034270912,9.238758373141906,0.03032404634947229,0.2037982234377209,0.002283840285804052,9.617922003515561,0.382077996484434,0.005918531576340044,0.5957890629258158,4.744217654454336,0.01806343226934976,0.9683631504475783,0.02571831797607912,0.01532489459135834,0.00208087545113248
80,0.02383944176434587,0.4,0.2478701550350658,9.501204053963006,0.03171499240446334,0.2509257910123515,0.00258987874372795,9.596074793626006,0.4039252063739874,0.00692808803126899,1.285698100035197,4.629383274724516,0.04375121809023583,0.9266501625711879,0.06642174939754736,0.03535449451130654,0.004795581875269856
90,0.04524657577111124,0.4,0.1467334383309859,9.567975637196842,0.0322353804691084,0.2852909244853751,0.002792535672630051,9.587359650021069,0.4126403499789211,0.007526111338556641,2.148263820970937,4.497781659508728,0.07605238464374973,0.8619175043108946,0.1305563843505583,0.07258916677531177,0.009913717258081855
100,0.06893272410652027,0.4,0.1024160606798259,9.589393069144633,0.03245665519371631,0.3081908701884099,0.002916108762492643,9.583856370227336,0.4161436297726531,0.007681788154476523,3.07200227324358,4.369962723161739,0.1097995851883815,0.7908692873013899,0.2014489245441433,0.1197581903592489,0.01646416235239032
110,0.09113255997726762,0.4,0.07791956233577692,9.599931190863613,0.03257162527373605,0.3221492468133657,0.002981142734988683,9.582151246004013,0.4178487539959743,0.007511218319181016,4.038017161431169,4.255527362775326,0.1438565193817807,0.7245142717058006,0.2679745099750283,0.1675091526382024,0.02313074902528325
120,0.110545695465054,0.4,0.06247260074246703,9.607834546338003,0.03263977127382714,0.3296928529318273,0.003005401636550987,9.58117954666988,0.4188204533301065,0.007151854367984433,5.039413667475428,4.155959224956928,0.1779104886409786,0.6665679681665105,0.3262801774655134,0.210855597380693,0.02919727311904923
130,0.1271283639707318,0.4,0.05190634246856325,9.615194919653566,0.03268338052040316,0.3328987378899996,0.00300318089064433,9.580571137744936,0.4194288622550496,0.006709307893410989,6.069652613513385,4.069374035493737,0.2118103919703204,0.6170863462451566,0.3762043458614417,0.2484103333219518,0.03445805021369022
140,0.1412670867570814,0.4,0.04426596162537105,9.622434111092216,0.03271276526045509,0.3332999272939371,0.002984827791005015,9.580167580922929,0.4198324190770609,0.006249221492183315,7.122601320047576,3.993155039203112,0.2454522736166503,0.5748920679057782,0.4188587106020477,0.2805037521640935,0.03895450289247483
150,0.1534008752334432,0.4,0.03851044451790261,9.629531275662082,0.03273346875203136,0.3319582798308453,0.002957287835512628,9.579886968423315,0.4201130315766724,0.005806915036883266,8.193127378859858,3.924998507382883,0.2787568984427301,0.5386709734937556,0.4555221114693703,0.307966107035739,0.04280145227369969
160,0.1639074433355904,0.4,0.03403121264860504,9.636391930730101,0.03274866071427304,0.3295768566317615,0.002924964434251211,9.579683525999174,0.420316474000813,0.005398450461085734,9.277141659912228,3.863133024477227,0.3116629484479521,0.5072977939933363,0.4873037555455871,0.3316372714782475,0.04611639480202199
170,0.1730859961413054,0.4,0.03045955710549942,9.642933189611236,0.03276021467618238,0.3266072532945327,0.002890540892379969,9.579530415733876,0.4204695842661128,0.00502907119850877,10.37144103016797,3.806260439789051,0.3441240918477426,0.4798823258250466,0.5150886029764545,0.3522194099237024,0.04899790035098348
