Time,ILK_protein,O2,S12_PHD,S13_HIF_PHD,S14_HIFOH,S15_HIF_ARNT_PHD,S16_HIFOH_ARNT,S17_VHL,S18_HIFOH_VHL,S22_HIFOH_ARNT_HRE,S3_HIF,S4_ARNT,S5_HIF_ARNT,S6_HRE,S7_HIF_ARNT_HRE,p_473S_Akt,p_mTOR
0,0,0.9,10,0,0,0,0,10,0,0,0,5,0,1,0,0,0
10,0.0001900541633684246,0.9,8.272343945200056,1.718325941288465,0.009994787656703641,0.00933011351158951,0.0004670253817111641,9.9064579967537,0.093542003246296,0.0004367597498148874,0.02047745653878673,4.989467641811559,0.0001291478475234422,0.9993939285523987,0.0001693116977875476,0.0001759599762030867,2.256157456840444e-05
20,0.0006736367050044752,0.9,6.853892076733364,3.124762140603795,0.02053660916629002,0.02134578266295596,0.001042148927260329,9.76834557713153,0.2316544228684664,0.001649409053983587,0.03017055516029218,4.975283201660699,0.0002493987497055848,0.9979205320006346,0.0004300589453829757,0.0009099371430813239,0.0001222567738494479
30,0.001326937910546916,0.9,5.697806703396915,4.266478493341142,0.02963604618851169,0.03571480326204918,0.001601867635309329,9.647852027899987,0.3521479721000118,0.003229493321779691,0.0416030231258274,4.958205523878078,0.0004260679570392905,0.9959482627324888,0.0008222439457325627,0.002099040420326719,0.0002863073628435863
40,0.002076944199737493,0.9,4.755858844001013,5.191999433538596,0.03726479022440399,0.05214172245942228,0.002129924860836331,9.548563364997431,0.4514366350025658,0.004919162790370828,0.05497909828266764,4.938744631116482,0.0006742370590155917,0.993690515495781,0.00139032171384961,0.003561912687147095,0.0004891918427912072
50,0.002895912865080099,0.9,3.988763002605364,5.940981107702122,0.04360683065486996,0.07025588969162326,0.002624138933554987,9.467481509836565,0.5325184901634288,0.006591499402078014,0.07048908343072702,4.917337543943632,0.001009585904328386,0.9912271584731628,0.002181342124760514,0.00519910058140339,0.0007166607728497026
60,0.003779960502889927,0.9,3.36445208359718,6.54593563920546,0.04885433822479245,0.08961227719645626,0.003085110104845008,9.4014039909607,0.5985960090392951,0.008189536429676927,0.08827314585057675,4.894424547898283,0.001446361651465313,0.9885682968510771,0.003242166719246999,0.006977797732378321,0.0009639074373414526
70,0.00473494754011366,0.9,2.856708710109058,7.033583864213286,0.0531802501341767,0.1097074256767442,0.003513595670944612,9.347608322100944,0.6523916778990516,0.009689256447181611,0.1084063946136817,4.870479156343777,0.001995674094286734,0.9856958517857776,0.004614891767042091,0.00889959716479004,0.001231051322653739
80,0.005768133450546143,0.9,2.444036567971544,7.425953400702648,0.05673565992863275,0.1300100313247781,0.003909855923156716,9.303845146696421,0.6961548533035741,0.01108069185863039,0.1308738221965741,4.846004729693501,0.00266357880288122,0.9825881957443096,0.006331112397061296,0.01097782835585822,0.001519930809190535
90,0.006883323133236096,0.9,2.108752292594448,7.741246757580722,0.05965105560665478,0.1500009498237194,0.004273696922781391,9.268261139219753,0.7317388607802429,0.01235927145142244,0.1555473696267546,4.821510367927226,0.003449407297978578,0.9792344219716567,0.008406306576922748,0.01322382257246411,0.001832155252847606
100,0.008078443856209202,0.9,1.836296603865625,7.994487757730351,0.06203806757287521,0.1692156384025478,0.004604793427269939,9.239329400818077,0.7606705991819157,0.01352248860429681,0.1821965936782049,4.797475625000351,0.004345355494645766,0.9756414123247079,0.01083609907099578,0.01563927386231758,0.002168016183629049
110,0.009344214386353687,0.9,1.614675133515841,8.198050322319649,0.06399164395002244,0.1872745441644064,0.004903051262167668,9.215792190168765,0.7842078098312284,0.01456919589193581,0.2104514779158443,4.774323543291921,0.005336547141514499,0.9718376858599882,0.01359311824808345,0.0182121016528921,0.002525898069222424
120,0.01066653130884853,0.9,1.434093073981484,8.361992062766063,0.06559113363725383,0.2039148632524597,0.005168935486059166,9.196619948747898,0.8033800512520928,0.01549980363556614,0.2399666773193877,4.752376951301724,0.006405220620034248,0.967865970660317,0.01663422570412042,0.02091779602662357,0.002902431736253576
130,0.01202612800402386,0.9,1.286416101763843,8.494602129189833,0.06690390181066251,0.2189817690459532,0.005403611974340066,9.180958625244955,0.8190413747550359,0.01631700233856613,0.270241798354959,4.731870960596344,0.007528130129208507,0.9637844717459098,0.01989852591552905,0.02372124259913473,0.003292771871544403
140,0.01340257138188135,0.9,1.1651010646088,8.602472269917723,0.0679850618089571,0.2324266654728496,0.005608890486023723,9.168116126469563,0.8318838735304278,0.01702581122172264,0.3008699449702134,4.71293478222439,0.008684136354405897,0.9596544745377334,0.02331971424055016,0.02658112430691556,0.003691174206971269
150,0.01477608816494378,0.9,1.064863584088538,8.690850920124673,0.06887977083319599,0.2442854957857687,0.005787124610551445,9.157532055455349,0.8424679445446444,0.01763346944454397,0.331467616044058,4.695609114510064,0.009853408209534582,0.9555351431159858,0.02683138743947802,0.0294553999674892,0.004091773642224662
160,0.01612926374407369,0.9,0.9814635001116139,8.763883659947027,0.06962473543107016,0.2546528399393893,0.005940994605447118,9.148753958318499,0.8512460416814948,0.01814887371027777,0.3617193480436109,4.679865171985869,0.0110194020530919,0.9514784085838414,0.03037271770589037,0.03230523036363599,0.004489135174866823
170,0.0174481794555927,0.9,0.9115365190704358,8.824802326233421,0.07024935396445553,0.2636611546931977,0.006073323567225659,9.14142170387143,0.8585782961285627,0.01858195924559156,0.3913776637177229,4.665622140262344,0.01216903969020935,0.9475256582129926,0.03389238254142783,0.03509793068668025,0.004878670483748819
180,0.01872273365077005,0.9,0.8524365056000663,8.876103673916127,0.0707769829873711,0.2714598204802871,0.006186894002483141,9.135250111364117,0.8647498886358753,0.01894300918700483,0.4202721798704104,4.652767087548295,0.01329300974727826,0.9437068117783208,0.03735017903468754,0.03780842164118556,0.005256847591168991
190,0.01994637737563609,0.9,0.8020762508801829,8.919722728955467,0.07122615401612457,0.2782010201601694,0.006284329870625853,9.13001416497942,0.8699858350205746,0.01924205898862986,0.4482828552478692,4.641171023539412,0.01438482013790333,0.9400411937080621,0.0407167473033233,0.04041938319011119,0.005621218770931216
200,0.02111559401946031,0.9,0.7588178250574542,8.95715223633453,0.07161149916618068,0.2840299386032345,0.006368013667776269,9.125536568904314,0.874463431095678,0.01948847455001624,0.4753455105178433,4.630700516287474,0.01544061101083212,0.9365390795691806,0.0439724458808199,0.04292028500396463,0.005970286733863225
210,0.02222904511384056,0.9,0.7213472935119325,8.989573754343475,0.07194476954342692,0.2890789521389143,0.006440061021224416,9.121675937242921,0.8783240627570691,0.01969072231363932,0.5014132112189259,4.62122738103769,0.01645791174999689,0.9332043059476618,0.04710497173871913,0.04530602021983952,0.00630331801285012
